,ORF,R value,P value,Bon,BH
3600,YPR070W,-0.07642751977289727,0.5356133385195434,3663.595235473677,1.0173827368713348
3601,YCL058W-A,0.07641677542909459,0.535670861747201,3663.988694350855,1.0172095209191714
3602,YLR078C,0.07633626793672027,0.536101980685052,3666.9375478857555,1.017745641933321
3603,YNL309W,-0.07629075148951335,0.5363457975009233,3668.605254906315,1.0179259863780008
3604,YFR036W,-0.07628039065977048,0.5364013047156357,3668.9849242549485,1.017748938766976
3605,YAL055W,0.07620859698373893,0.5367860104585146,3671.6163115362397,1.0181964258281309
3606,YHR006W,-0.07619849386645801,0.5368401587974236,3671.9866861743776,1.0180168245562455
3607,YGL098W,0.07611707757703208,0.5372766128225805,3674.972031706451,1.0185620930450252
3608,YOR372C,-0.07604338344893433,0.5376718202741924,3677.6752506754756,1.0190288863052024
3609,YNL119W,-0.07592899503109038,0.5382855457949343,3681.8731332373504,1.0199094551904018
3610,YJL204C,-0.07586176051825873,0.5386464377425585,3684.3416341591,1.0203106159399336
3611,YFR016C,-0.07584158150899444,0.5387547749106247,3685.082660388673,1.0202332946812496
3612,YDL080C,-0.07580328650059055,0.5389604026931722,3686.4891544212983,1.020340203271879
3613,YER174C,0.07579367308802731,0.5390120286330466,3686.842275850039,1.0201555826923185
3614,YDR314C,0.07579076552330036,0.5390276433115859,3686.949080251248,1.0199029267638307
3615,YER120W,0.07574962098731705,0.539248628153836,3688.4606165722385,1.0200388873263935
3616,YOR161C,0.07565847879222112,0.5397383053025966,3691.8100082697606,1.0206828886562789
3617,YDR061W,0.07560655334277215,0.5400173809479478,3693.718885683963,1.0209283818916426
3618,YHR139C,0.0755948032110284,0.540080542342632,3694.150909623603,1.0207656561546292
3619,YMR253C,-0.07559445238255595,0.5400824282336654,3694.1638091182713,1.0204872400879201
3620,YDR506C,-0.07559328708370602,0.5400886923625003,3694.206655759502,1.02021724820754
3621,YDR310C,-0.07556961571643434,0.5402159468034287,3695.077076135452,1.0201758907055363
3622,YCR030C,0.07551554732783951,0.5405066669526462,3697.0656019560997,1.0204431691846811
3623,YJR067C,-0.07548291637108853,0.5406821572186953,3698.265955375876,1.020492813293564
3624,YBR109C,0.075451811071471,0.5408494683584608,3699.410363571872,1.0205269968474129
3625,YDL051W,-0.07542687718598236,0.5409836025602426,3700.3278415120594,1.020498577361296
3626,YNL242W,-0.07533613687330246,0.5414718857302685,3703.6676983950365,1.0211380475310274
3627,YIL056W,-0.07518518637352582,0.5422846422578851,3709.226953043934,1.0223889065721978
3628,YJL092W,-0.07501313123704591,0.543211755843322,3715.5684099683226,1.0238546183434343
3629,YGL163C,-0.07499913900490927,0.5432871864290798,3716.084355174906,1.023714698395291
3630,YCL014W,-0.07495739840803314,0.5435122356665052,3717.6236919588955,1.0238567039269886
3631,YBL057C,0.0748701417970387,0.5439828361231014,3720.8425990820133,1.0244610680291888
3632,YLL038C,-0.07486796512657974,0.5439945780750581,3720.922914033398,1.0242011874575827
3633,YOR338W,0.07473140643053032,0.5447314840211366,3725.963350704574,1.025306370584638
3634,YJR153W,-0.07463864169579418,0.5452323426459225,3729.3892236981096,1.0259667740572516
3635,YKR008W,-0.07462665291442543,0.5452970891902829,3729.832090061535,1.025806405407463
3636,YIL146C,0.07456015201523605,0.5456563012529063,3732.2891005698793,1.0261999176711243
3637,YPR188C,-0.07454456225281539,0.5457405276932861,3732.8652094220765,1.0260761983018352
3638,YLR072W,0.07448583530932254,0.5460578669168787,3735.0358097114504,1.026390714402707
3639,YMR180C,0.07448386934606936,0.5460684918191676,3735.1084840431063,1.0261287044074467
3640,YKL206C,0.07441610849654581,0.5464347614837056,3737.6137685485464,1.026534954284138
3641,YLR099C,0.07437048338251524,0.5466814471969164,3739.301098826908,1.0267163917701558
3642,YNL075W,-0.07433762977964625,0.5468591133120209,3740.5163350542225,1.026768140283893
3643,YMR187C,0.07427457080125516,0.5472002026617163,3742.8493862061396,1.027126615314528
3644,YOR079C,-0.07423569358026112,0.5474105428494576,3744.2881130902897,1.027239537198982
3645,YNL307C,0.07420185144454412,0.5475936731665829,3745.540724459427,1.0273013506471276
3646,YNL138W-A,0.07419465852559974,0.5476326001012226,3745.8069846923627,1.027092674716853
3647,YLR135W,-0.07401723207751004,0.5485932268610215,3752.377671729387,1.0286123003644154
3648,YNR004W,-0.0739950098708732,0.5487136001526275,3753.201025043972,1.0285560496146813
3649,YDR219C,-0.07399480632387127,0.5487147027852957,3753.2085670514225,1.0282763197401157
3650,YER172C,-0.07398011035321021,0.5487943150221903,3753.753114751782,1.028143827650447
3651,YOR184W,-0.07387898683437671,0.5493422807718439,3757.501200479412,1.028888609112654
3652,YDR415C,-0.07380661885435214,0.5497345884593741,3760.1845850621185,1.029341523422425
3653,YDR473C,0.0737011898910063,0.5503063614653975,3764.0955124233187,1.030130134762813
3654,YBR237W,0.07365860536486683,0.5505373912656111,3765.6757562567796,1.0302806446666974
3655,YDL147W,-0.0736583757415557,0.5505386371456646,3765.6842780763463,1.0300011701521734
3656,YNR010W,0.07359171469396669,0.5509003810486385,3768.1586063726872,1.0303961187784214
3657,YNL221C,-0.07358031447455222,0.5509622570991086,3768.5818385579028,1.030230136292483
3658,YOR163W,0.07357188970861439,0.5510079856671505,3768.8946219633094,1.030034059022495
3659,YDR152W,-0.07355537305624582,0.5510976412680668,3769.507866273577,1.0299201820419608
3660,YDR322W,0.0734918450119097,0.5514425491640083,3771.8670362818166,1.0302832658513565
3661,YOR054C,0.07343199748215246,0.5517675695303833,3774.0901755878217,1.0306090048027914
3662,YPR094W,0.0734131232914655,0.5518700906807772,3774.791420256516,1.030519088249117
3663,YKL139W,-0.07339843498690096,0.551949881188739,3775.3371873309748,1.0303867869353096
3664,YNL216W,-0.07337796806020792,0.5520610718334016,3776.097731340467,1.0303131599837563
3665,YOR205C,0.0733690309149906,0.5521096280206941,3776.4298556615477,1.0301227102186437
3666,YJR088C,-0.07335135158276997,0.5522056872073711,3777.086900498418,1.0300209709567543
3667,YJR091C,-0.07332279319733845,0.5523608737602193,3778.1483765198996,1.0300295464885223
3668,YKR023W,-0.07320417982039615,0.5530056437677413,3782.5586033713507,1.030950832208054
3669,YOR124C,-0.0731714052525434,0.5531838664727969,3783.777646673931,1.031002083562379
3670,YMR223W,-0.07306660753319526,0.5537539237515455,3787.6768384605716,1.0317833937511773
3671,YLR170C,0.07305266181678721,0.5538298040033531,3788.1958593829354,1.0316437525552655
3672,YMR097C,0.07287678094966205,0.5547872188415535,3794.744576876226,1.0331458145592773
3673,YHR120W,-0.07283040180492317,0.5550398173154176,3796.4723504374565,1.0333348803585891
3674,YFL053W,0.07282158758671005,0.5550878291118233,3796.8007511248716,1.0331430615305772
3675,YHR075C,0.07277018611155511,0.5553678568126327,3798.7161405984075,1.033383063274866
3676,YLR442C,0.07275125261984135,0.555471020687315,3799.421781501235,1.033293930242381
3677,YLL006W,0.07272428380194315,0.5556179828374184,3800.4270026079416,1.0332862976095545
3678,YBR253W,-0.07269468018923829,0.5557793242222351,3801.530577680088,1.033305403011712
3679,YML013W,-0.07269299161507689,0.5557885277216938,3801.5935296163857,1.0330417200044526
3680,YIL017C,0.07258438855477242,0.5563806165648209,3805.6434173033745,1.033861292394288
3681,YGL008C,-0.07254727615212078,0.5565830171191422,3807.0278370949322,1.033956501112149
3682,YLR278C,-0.07251870447165897,0.5567388628778,3808.0938220841517,1.033965197416278
3683,YPL101W,0.07251174924646626,0.5567768036701422,3808.3533371037724,1.0337549774983095
3684,YBR111W-A,0.07250632558935016,0.5568063906043887,3808.555711734019,1.0335293654637772
3685,YER129W,-0.07249721187742227,0.5568561090753399,3808.895786075325,1.0333412333356822
3686,YCR073C,0.07249625905409779,0.5568613071802763,3808.9313411130897,1.0330706105541334
3687,YNR029C,0.07247402307973129,0.5569826215683689,3809.761131527643,1.033015491195131
3688,YDR038C,0.07243632241635214,0.5571883365031884,3811.168221681809,1.0331168939229627
3689,YDR229W,-0.072433070907299,0.5572060801648291,3811.289588327431,1.032869807134805
3690,YHR175W,-0.07232339068868267,0.5578047685262787,3815.384616719746,1.0336994355783653
3691,YHR012W,0.07230118184602591,0.557926032485868,3816.214062203337,1.0336441121894195
3692,YCR097W,-0.072193921621584,0.5585118673931303,3820.221172969011,1.0344492751066914
3693,YOL031C,-0.07215904150041016,0.5587024388840756,3821.524681967077,1.0345221120647203
3694,YDR151C,-0.07214935693469442,0.5587553570795802,3821.886642424329,1.0343400926723487
3695,YBR102C,0.07200734836872393,0.5595315903055329,3827.196077689845,1.035496774266733
3696,YKL090W,-0.07198142452658139,0.5596733478127318,3828.1656990390857,1.0354789556502801
3697,YER116C,-0.07181543802044174,0.5605814032127161,3834.376797974978,1.03687852838696
3698,YER105C,-0.07180249076060143,0.5606522625448493,3834.8614758067697,1.0367292446084806
3699,YMR236W,-0.07163326452365391,0.561578813893223,3841.199087029645,1.0381619154134176
3700,YLR116W,-0.07158038267602009,0.5618685020765933,3843.1805542038983,1.0384167938945956
3701,YOR253W,-0.07156622524758209,0.5619460688237214,3843.7111107542546,1.0382796085235695
3702,YJL054W,0.07151843646578863,0.5622079348046954,3845.502274064117,1.0384829257532047
3703,YEL026W,-0.07140585403700371,0.5628250751052715,3849.723513720057,1.0393422013283091
3704,YGL169W,-0.07137017414381355,0.5630207273217269,3851.061774880612,1.039422881209342
3705,YLR258W,0.07134217821395555,0.5631742666394499,3852.1119838138375,1.03942579163892
3706,YMR045C;YBL005W-B;YMR046C;YBL005W-A,0.07130785181126952,0.5633625513728844,3853.399851390529,1.0394928112734094
3707,YHL050C,-0.07123665764184393,0.5637531550529877,3856.071580562436,1.0399330044666764
3708,YPL244C,-0.07109223601565648,0.5645459093690945,3861.4940200846067,1.0411145915569173
3709,YPL063W,0.0710656659995375,0.5646918136676746,3862.4920054868944,1.041102966438516
3710,YPR034W,-0.07105045359246435,0.5647753577483927,3863.0634469990064,1.0409764071676115
3711,YLR145W,-0.07102304559256607,0.5649258927133276,3864.093106159161,1.0409733583402911
3712,YLR399C,-0.07100900523148722,0.5650030149185861,3864.6206220431286,1.0408350719211228
3713,YPL157W,0.07099906480905094,0.5650576195888787,3864.99411798793,1.0406553898728945
3714,YKR101W,0.07087871668461476,0.5657189118189994,3869.5173568419555,1.0415928282212532
3715,YDR166C,-0.07085848162381957,0.5658301356490286,3870.278127839356,1.041517257222647
3716,YJL123C,0.07074582910668875,0.5664495278047712,3874.514770184635,1.042376855040257
3717,YML082W,-0.0706427255841276,0.5670166955285083,3878.3941974149966,1.0431399132369545
3718,YLR098C,0.07064137702212153,0.5670241156673381,3878.4449511645926,1.0428730710310816
3719,YDR408C,-0.07060037862409954,0.567249721214153,3879.988093104806,1.043007551909894
3720,YIL045W,0.07059790895995374,0.5672633125972073,3880.081058164898,1.0427522327774517
3721,YDR078C,0.0704789725688295,0.5679180394646021,3884.559389937878,1.0436752794029764
3722,YJR135C,0.07046828034107705,0.567976915867711,3884.9621045351437,1.0435031169849969
3723,YGL151W,-0.07045119902421842,0.5680709795015804,3885.6054997908095,1.0433956766355557
3724,YJR010W,0.07041908151579758,0.5682478643595887,3886.815392219587,1.0434403737502247
3725,YER022W,-0.07035804597202554,0.5685840841205578,3889.1151353846158,1.0437775457285603
3726,YFL008W,-0.0702479153359206,0.5691909835460707,3893.2663274551232,1.0446113033150317
3727,YDR218C,0.07018571154230564,0.5695339049275878,3895.611909704701,1.0449602762083425
3728,YEL048C,-0.07018300990783807,0.5695488008677889,3895.713797935676,1.044707374077682
3729,YMR222C,-0.07014892753045056,0.5697367356924945,3896.9992721366625,1.0447719228248424
3730,YML015C,0.07014754123786561,0.5697443805084849,3897.0515626780366,1.0445059133417411
3731,YER013W,-0.07008632804725701,0.5700819929673335,3899.360831896561,1.0448448102616723
3732,YEL006W,0.07003818876430094,0.5703475636369755,3901.1773352769123,1.0450515229780102
3733,YPR061C,0.069914900601803,0.5710279717714322,3905.831326916596,1.0460180307757354
3734,YKR068C,-0.06981229428836348,0.5715945276982043,3909.7065694557173,1.0467755206039404
3735,YOR165W,-0.06977224035196804,0.571815762290327,3911.219814065837,1.0469003784972797
3736,YPL111W,-0.06975114241759349,0.5719323109701542,3912.0170070358545,1.0468335582113606
3737,YDR339C,-0.0697086939591541,0.5721668371012057,3913.6211657722474,1.0469826553697825
3738,YMR021C,-0.06962561783113352,0.5726259587161022,3916.7615576181392,1.047542540149275
3739,YDR326C,-0.06961919164985157,0.5726614802344198,3917.004524803431,1.0473274130490458
3740,YDL247W,-0.06958180184339116,0.5728681773227147,3918.4183328873683,1.0474253763398471
3741,YKL002W,0.06957309166724984,0.5729163335971765,3918.7477218046874,1.0472334905945182
3742,YLR133W,0.06956511086264806,0.5729604590157449,3919.049539667695,1.0470343413485694
3743,YDL074C,-0.06939964193975673,0.5738756821388398,3925.309665829664,1.0484267269844187
3744,YMR167W,0.06938067613536858,0.5739806268779213,3926.027487844982,1.048338448022692
3745,YDR368W,0.06928397093126756,0.5745158702312512,3929.688552381758,1.0490359189486809
3746,YPR095C,0.06917804083869322,0.5751024361600867,3933.7006633349934,1.0498267049199341
3747,YBR183W,0.0691745364494079,0.5751218457155793,3933.833424694563,1.0495820236645046
3748,YML065W,-0.06916562231674693,0.5751712192632931,3934.1711397609247,1.0493921418407375
3749,YGL159W,0.06916024461917727,0.5752010061710147,3934.3748822097405,1.0491666352559308
3750,YNL255C,-0.06913691636762148,0.5753302289141888,3935.2587657730514,1.0491225715204082
3751,YLR425W,0.0691051407651877,0.5755062658323363,3936.4628582931805,1.0491638748116152
3752,YOR353C,0.06905940063663576,0.5757597099068432,3938.1964157628076,1.0493462338829758
3753,YKL144C,0.06902976618353714,0.5759239406168227,3939.3197538190675,1.0493659440114724
3754,YJL190C,0.06901027768947215,0.5760319553725843,3940.058574748477,1.0492832422765586
3755,YOL110W,-0.06895640794859045,0.5763305763924682,3942.1011425244824,1.0495476950278175
3756,YMR157C,-0.06894925957588431,0.5763702079775221,3942.3722225662514,1.0493404904355208
3757,YPL018W,-0.06889504748535008,0.5766708083221266,3944.428328923346,1.0496083898146211
3758,YDR079C-A,-0.06889173406811827,0.5766891832143213,3944.5540131859575,1.0493625999430587
3759,YGR179C,0.06888719312259325,0.5767143659275993,3944.726262944779,1.049129325251271
3760,YNL048W,0.06886757044865054,0.5768231931784351,3945.470641340496,1.0490482960224663
3761,YKR059W,-0.0688065421835339,0.5771617160668862,3947.7861378975012,1.0493849383034293
3762,YMR231W,-0.0687922392612564,0.5772410673921717,3948.3289009624546,1.049250305862996
3763,YMR276W,0.06871888395429393,0.5776481149232364,3951.113106074937,1.0497112396585913
3764,YKL212W,-0.06870021182219145,0.5777517473871558,3951.8219521281458,1.0496207044165062
3765,YBR285W,0.06849340880410941,0.5789000990282389,3959.676677353154,1.0514276891537848
3766,YPL183W-A,-0.06846765965872184,0.5790431541564116,3960.6551744298554,1.0514083287575937
3767,YOR083W,-0.06842620405127849,0.5792735041147827,3962.230768145114,1.0515474437752426
3768,YBL085W,-0.06841803153090037,0.5793189200529634,3962.5414131622692,1.0513508657899362
3769,YPL206C,0.06841138284981464,0.5793558689891241,3962.7941438856087,1.0511390302083843
3770,YOR295W,0.06840975986650846,0.5793648886122371,3962.855838107702,1.0508766476021485
3771,YMR002W,-0.06837993616149782,0.5795306433561799,3963.9896005562705,1.0508986215684704
3772,YDR306C,0.0683167690891073,0.5798817862566767,3966.391417995669,1.051256670552788
3773,YER170W,-0.06826334355121114,0.5801788524743194,3968.423350924345,1.0515165211776218
3774,YNL092W,0.06823484398332959,0.5803373493596782,3969.5074696201987,1.0515251575152844
3775,YJR076C,-0.0682250540163342,0.5803917996459256,3969.879909578131,1.0513453150365812
3776,YIR022W,0.06821367948248938,0.5804550659854602,3970.3126513405473,1.0511815333175927
3777,YJL056C,-0.06812088219450814,0.580971332031999,3973.8439110988734,1.0518379859975844
3778,YCR027C,-0.06805818629260359,0.5813202516164436,3976.2305210564746,1.0521911937169819
3779,YER109C,0.06797156088473133,0.5818025028637055,3979.5291195877458,1.0527854813724196
3780,YMR275C,-0.06796832109089157,0.581820542623829,3979.6525115469904,1.0525396750983842
3781,YHL039W,-0.06789333286986116,0.5822381620048327,3982.5090281130556,1.053016665286371
3782,YLR103C,-0.06785109830719328,0.5824734321007687,3984.118275569258,1.053163699595363
3783,YKL166C,-0.06779306211622889,0.5827967968021459,3986.330090126678,1.0534698969679381
3784,YMR148W,-0.06773561076604553,0.5831169834800211,3988.520167003344,1.0537701894328517
3785,YBR257W,0.06762418504002618,0.5837382073811589,3992.769338487127,1.0546141940008258
3786,YOL026C,0.06761599662056075,0.5837838715702506,3993.081681540514,1.0544181889465314
3787,YML037C,-0.06756936457885106,0.5840439544948866,3994.860648745024,1.0546094637658459
3788,YKL119C,-0.06755045039380916,0.5841494604282125,3995.582309328973,1.0545215912718324
3789,YFL034C-B,-0.06754435261386905,0.5841834765334946,3995.814979489103,1.0543047439285231
3790,YBL100W-A,-0.06754165088610649,0.5841985482502408,3995.918070031647,1.0540538301323257
3791,YPL176C,0.06753922047147747,0.5842121065848525,3996.010809040391,1.0538003188397655
3792,YDL164C,-0.06748883224154252,0.5844932350830543,3997.9337279680913,1.0540294563585793
3793,YER060W,-0.06746084885673811,0.5846493879150505,3999.0018133389453,1.0540331611330904
3794,YLR277C,-0.06740929726471687,0.5849371056293711,4000.9698025048983,1.0542739927549138
3795,YPR056W,-0.06733045438809535,0.5853772647230386,4003.980490705584,1.0547893811131677
3796,YML081W,-0.06732187868365815,0.5854251496931366,4004.3080239010546,1.0545978466950368
3797,YDR122W,0.06726012447389126,0.5857700249752193,4006.6669708305003,1.054941277206556
3798,YDR267C,0.06722955194997182,0.585940795730779,4007.835042798528,1.0549710562775805
3799,YLR099W-A,0.06720746548029592,0.5860641794721884,4008.6789875897684,1.054915523049939
3800,YLR046C,0.06715695307198041,0.5863464059878191,4010.6094169566823,1.055145860814702
3801,YBR009C,-0.06713602190775222,0.5864633721160422,4011.4094652737285,1.055078765195615
3802,YCR069W,0.06709109811190486,0.5867144479356915,4013.12682388013,1.0552529118801288
3803,YDL058W,-0.06703855053389197,0.5870081942574497,4015.136048720956,1.0555036931443103
3804,YLR326W,0.06702848280582112,0.5870644814803012,4015.5210533252603,1.0553274778778607
3805,YHR163W,0.06702077526158326,0.5871075749044478,4015.8158123464227,1.0551276438114616
3806,YCR075C,0.06695638441966781,0.5874676445574669,4018.2786887730736,1.055497422845567
3807,YDR477W,-0.06694487577712646,0.5875320106995146,4018.7189531846793,1.0553358595548001
3808,YAL027W,0.06691168843143971,0.5877176404853879,4019.988660920053,1.0553921399107515
3809,YJL053W,0.06690715849477498,0.5877429802461551,4020.161984883701,1.0551606259537272
3810,YCR026C,0.06685637767665152,0.5880270740252811,4022.1051863329226,1.055393646374422
3811,YLR417W,0.06682358540144068,0.5882105636811832,4023.360255579293,1.0554460271719026
3812,YMR147W,-0.06680434417810323,0.5883182402625755,4024.0967633960163,1.0553623822176808
3813,YKL161C,-0.06677461659973002,0.5884846174489102,4025.234783350546,1.0553840543656388
3814,YGL174W,-0.0667147309639445,0.5888198455590571,4027.5277436239503,1.0557084518018218
3815,YKL043W,-0.06656868774874462,0.5896377279452361,4033.122059145415,1.056897814241461
3816,YIR005W,0.06656732343796683,0.5896453708747014,4033.174336782957,1.0566346179677646
3817,YGL233W,-0.06656432897210919,0.5896621461616394,4033.2890797456134,1.0563879203105326
3818,YDR249C,-0.06653859306739927,0.5898063300471228,4034.2752975223198,1.0563695463530558
3819,YER051W,0.06647442892641195,0.5901658749661511,4036.7345847684737,1.056736802295412
3820,YPL064C,0.06641917821294399,0.5904755523393546,4038.852778001185,1.0570145977495904
3821,YDR289C,0.06636196460994873,0.5907963086073613,4041.0467508743513,1.0573120750587
3822,YJL005W,-0.06629202743564527,0.5911885033005354,4043.729362575662,1.0577372122876438
3823,YOR038C,-0.06628512366423765,0.5912272247102985,4043.994217018442,1.057529868467166
3824,YHR191C,0.0662713015259627,0.591304752815036,4044.5245092548466,1.0573920285633587
3825,YDR379W,0.0662521100723242,0.5914124048748636,4045.2608493440666,1.057308115353912
3826,YEL056W,0.06622642166686855,0.5915565145448083,4046.246559486489,1.0572894067119125
3827,YNL011C,-0.06622259996944661,0.5915779552743419,4046.393214076498,1.0570515188287612
3828,YOL121C,0.06621734417227448,0.5916074422510662,4046.594904997293,1.0568281287535368
3829,YFL062W,-0.06617156572824731,0.5918643042390043,4048.351840994789,1.0570109245417205
3830,YDR034W-B,0.06607223844566518,0.5924217997316319,4052.165110164362,1.0577303863650123
3831,YDR294C,0.06604667126203936,0.5925653390641379,4053.146919198703,1.057710573903628
3832,YIL088C,-0.0660388275219779,0.5926093785285591,4053.4481491353445,1.0575132139669565
3833,YDL089W,0.06595296565219591,0.5930915544537775,4056.746232463838,1.0580976088846734
3834,YER087C-B       ,0.06590689329431233,0.5933503561383424,4058.516435986262,1.058283294911672
3835,YBR279W,-0.06588657432612044,0.5934645096808009,4059.297246216678,1.0582109609532528
3836,YIL177C,-0.06587811147145427,0.593512057554024,4059.6224736695244,1.0580199305888778
3837,YBR025C,0.06585328131558162,0.5936515736357266,4060.57676366837,1.0579929035092157
3838,YGL084C,-0.065829152169035,0.5937871649243811,4061.5042080827666,1.0579588976511505
3839,YIL067C,-0.06582590739422521,0.5938053996630577,4061.6289336953146,1.0577158681498215
3840,YJL225C,-0.06578730601836398,0.5940223479412594,4063.1128599182143,1.05782683153299
3841,YLR224W,-0.0657858776354558,0.594030376449028,4063.1677749113514,1.057565792532887
3842,YJL070C,0.06576696802890977,0.5941366661910401,4063.8947967467143,1.0574797805742167
3843,YPL219W,0.06575196572478068,0.5942209992699334,4064.4716350063445,1.057354743758154
3844,YBL113C,-0.06572940150113023,0.594347850552307,4065.33929777778,1.0573054090449363
3845,YPR139C,0.06569770711949736,0.5945260500706073,4066.558182482954,1.0573474213424219
3846,YIL046W,-0.0656947651917025,0.5945425920706515,4066.6713297632564,1.0571019833021202
3847,YCR032W,0.06565465980056807,0.5947681189078812,4068.2139333299074,1.057228153152263
3848,YGL166W,-0.06559096743656732,0.5951263621026066,4070.6643167818293,1.0575901056850687
3849,YJL093C,0.06547544631130492,0.5957763660855763,4075.110344025342,1.0584702192273616
3850,YLR045C,-0.065470476723222,0.5958043356156288,4075.3016556109014,1.0582450417062845
3851,YKR070W,0.06545186490318887,0.5959090907138382,4076.0181804826534,1.0581563293049463
3852,YPL074W,0.06544804480608168,0.595930592830811,4076.165254962747,1.0579198689236302
3853,YER029C,0.06543395321367325,0.5960099129305177,4076.707804444741,1.057786145418978
3854,YEL004W,-0.0653776972029156,0.5963266189691774,4078.8740737491735,1.0580736896885015
3855,YGL126W,-0.06533564794561017,0.5965633937533654,4080.4936132730195,1.0582192980479823
3856,YER149C,-0.0652962180759492,0.5967854570395261,4082.0125261503586,1.0583387415479282
3857,YDL006W,0.06526118050302779,0.5969828143879944,4083.3624504138816,1.0584143209989325
3858,YGL142C,0.06523768909436077,0.59711515150243,4084.267636276621,1.0583746142204253
3859,YDR292C,-0.06519535992815594,0.5973536426368835,4085.898915636283,1.0585230351389334
3860,YDR021W,-0.06519392154226328,0.597361747538979,4085.9543531666163,1.0582632357333894
3861,YHL040C,0.06516166355298983,0.5975435251146084,4087.1977117839215,1.058311163071963
3862,YNL222W,0.06511353654354914,0.5978147721433031,4089.0530414601935,1.0585174841988594
3863,YLL027W,-0.06504727786700931,0.5981882998409993,4091.607970912435,1.058904754376924
3864,YNL086W,0.06493832604478131,0.5988027314944983,4095.810683422368,1.0597181587121263
3865,YLR063W,-0.06492251904034692,0.5988918980062934,4096.420582363046,1.0596018060949421
3866,YOR189W,-0.06487656214243064,0.5991511719436391,4098.194016094491,1.0597864018863439
3867,YDR174W,0.06487620731590649,0.5991531739533258,4098.207709840748,1.0595159539402141
3868,YKL002W         DID4,0.06485642303408683,0.5992648059314176,4098.971272570897,1.0594394604732222
3869,YFL017W-A,-0.0648507429413425,0.5992968573169486,4099.190504047929,1.0592223524671651
3870,YKR020W,-0.06483562550391789,0.5993821650464082,4099.774008917432,1.0590994598081716
3871,YKL203C,-0.06480399192324503,0.5995606907922704,4100.995125019129,1.0591413029491552
3872,YDL092W,-0.06473533626082036,0.5999482334832531,4103.645917025451,1.0595522636265042
3873,YIL156W,0.064734640230616,0.5999521629530137,4103.672794598614,1.059285698141098
3874,YJR011C,0.06472341683735107,0.6000155266944437,4104.106202589995,1.059124181313547
3875,YHR013C,-0.0645238367294262,0.6011427867670978,4111.816661486949,1.0608402119419373
3876,YDR458C,-0.06446828391684828,0.6014567239971791,4113.963992140705,1.061120451932088
3877,YPL198W,0.06446441821845317,0.6014785723252608,4114.113434704784,1.0608853622240288
3878,YMR177W,-0.06441870491357946,0.6017369633684133,4115.880829439947,1.061067499211123
3879,YJL159W,-0.06434581628566995,0.6021490620426291,4118.699584371583,1.061520511435975
3880,YLR148W,-0.06427796915197513,0.6025327686920943,4121.324137853925,1.0619232511862728
3881,YPL192C,-0.06427693224893687,0.6025386336888552,4121.364254431769,1.0616600346295129
3882,YGL155W,-0.06413228509811958,0.6033570421276859,4126.962168153372,1.0628282689037785
3883,YLR450W,-0.0640630326193728,0.6037490430050472,4129.643454154522,1.0632449675990017
3884,YBR216C,0.06400164250281047,0.6040966327627153,4132.020968096973,1.0635832607714215
3885,YJL147C,0.0639292393461505,0.6045066909621535,4134.825766181129,1.064031334580836
3886,YPR093C,-0.06389240954001157,0.6047153248713777,4136.252822120224,1.0641247291279197
3887,YMR095C,0.06384949027501384,0.6049584942243514,4137.916100494564,1.0642788324317294
3888,YJL085W,-0.06384685275074753,0.6049734391454082,4138.0183237545925,1.064031453781073
3889,YDR492W,-0.06382451399426771,0.6051000230259571,4138.884157497547,1.063980503212737
3890,YPL248C,-0.06381722486417843,0.605141329821198,4139.166695976994,1.0637796700017974
3891,YDR464W,-0.06381660136766049,0.6051448631729914,4139.190864103261,1.0635125550111155
3892,YDL087C,0.06381136268329558,0.6051745511291744,4139.393929723553,1.0632915308819813
3893,YER074W,-0.06379257674042065,0.6052810175013881,4140.122159709495,1.0632054852874921
3894,YLR191W,-0.06376754274517185,0.6054229064694974,4141.092680251362,1.0631816894098491
3895,YLR146C,-0.0637639385205254,0.6054433358784639,4141.2324174086925,1.0629446656593153
3896,YDL155W,-0.06375675340602299,0.6054840633307832,4141.510993182557,1.0627433906036843
3897,YGR169C,0.06371742978328994,0.60570698302678,4143.035763903175,1.0628619199341138
3898,YOL128C,-0.06370741440555742,0.605763764431094,4143.424148708683,1.0626889327285671
3899,YLR160C,-0.06369020016091895,0.6058613646905199,4144.091734483156,1.0625876242264503
3900,YHR031C,-0.06367944871890416,0.6059223260401411,4144.508710114565,1.0624221251254973
3901,YDL098C,0.06365037489324347,0.6060871898846579,4145.63637881106,1.0624388464405587
3902,YDR121W,0.06362275960090963,0.6062438012357885,4146.7076004527935,1.0624410967083766
3903,YDL161W,0.06359542168909825,0.6063988569287833,4147.7681813928775,1.0624406202338312
3904,YER163C,-0.06354285442522865,0.606697057622748,4149.807874139596,1.0626908768603318
3905,YKR061W,0.06352543010207833,0.6067959154961494,4150.484061993662,1.0625919257536258
3906,YOR367W,-0.06352238782667177,0.6068131767371773,4150.602128882292,1.0623501737605048
3907,YPR169W-A,0.06347754742660912,0.6070676167460313,4152.342498542854,1.0625236690232482
3908,YGR147C,0.06346268390674664,0.6071519677937635,4152.919459709342,1.0623994524710518
3909,YLL050C,0.06346210587941616,0.6071552482244144,4152.941897854994,1.0621334777122746
3910,YHR186C,-0.06334898185323894,0.6077974004205361,4157.334218876467,1.0629849703084806
3911,YBR233W-A,-0.06334476421240849,0.6078213477169525,4157.498018383955,1.0627551171738128
