,ORF,R value,P value,Bon,BH
288,YIL157C,0.36470893561295675,0.002229865473285927,15.252279837275742,0.05277605480026208
289,YNL162W;YHR141C,0.36372469284263426,0.0022967519314957556,15.709783211430969,0.054171666246313685
290,YCR005C,0.36353658191219435,0.002309737886180788,15.798607141476591,0.054290746190641205
291,YDL086W,0.36288990452479314,0.0023548828832695057,16.10739892156342,0.05516232507384733
292,YPR080W;YBR118W,0.36000623464901527,0.0025659489366701943,17.55109072682413,0.059901333538648904
293,YNL100W,0.35891335230180393,0.0026502555988115115,18.127748295870738,0.06165900780908414
294,YHR066W,-0.3588619115569265,0.0026542840745176557,18.155303069700764,0.061543400236273776
295,YLR438W,0.357470770812179,0.0027653225405603393,18.91480617743272,0.06390137222105649
296,YOR084W,0.3573715798169369,0.0027733958637530965,18.97002770807118,0.06387214716522283
297,YNL335W;YFL061W,0.35707288174354584,0.002797834581751138,19.137188539177785,0.06421875348717378
298,YCL037C,-0.35634611782594733,0.00285810083005293,19.549409677562043,0.06538264106208042
299,YJL166W,0.3547771021884026,0.0029921739164193704,20.46646958830849,0.06822156529436164
300,YDR158W,0.3546917975771391,0.00299962131420411,20.517409789156112,0.06816415212344223
301,YKL103C,0.35466150850685946,0.003002269629860144,20.535524268243385,0.06799842472928273
302,YER082C;REV__YBR233W-A,0.3542504638035328,0.0030384157784659432,20.78276392470705,0.06858997994952823
303,YOR232W,0.35310882272366306,0.003140851078458411,21.48342137665553,0.07066914926531424
304,YHR079C,0.35201276217728744,0.0032420787513433164,22.175818659188284,0.07270760216127306
305,YMR205C,-0.3513732285048149,0.003302475771667393,22.58893427820497,0.07382004666080055
306,YPL171C,0.35102177140228,0.0033360915946528723,22.818866507425646,0.07432855539878061
307,YGL086W;REV__YHR082C,0.3508935027415071,0.0033484357267373984,22.903300370883805,0.07436136484053184
308,YGR085C,-0.3507817744539471,0.0033592211651991047,22.977072769961875,0.07435945880246561
309,YCL005W-A,0.3503374881218003,0.003402415762602254,23.272523816199417,0.07507265747161103
310,YDR453C,0.3501810914144684,0.0034177381690286223,23.377329076155778,0.07516826069503466
311,YLR074C,-0.35009744786272357,0.003425958006027939,23.433552761231105,0.07510754090138175
312,YJL136C,-0.3500589920012425,0.003429743044609681,23.459442425130216,0.07495029528795596
313,YHR174W,-0.34957530849548624,0.003477668375804942,23.787251690505805,0.07575557863218409
314,YDR345C,-0.3480929055815917,0.0036282809304376156,24.81744156419329,0.0787855287752168
315,YMR226C;YPL177C,0.3476354963737853,0.0036759095267724817,25.143221163123776,0.07956715557950562
316,YGR191W,-0.34749160861554407,0.0036910065089851736,25.246484521458587,0.0796419070077558
317,YJL134W;YKR053C,0.3474315508557659,0.0036973241581339284,25.28969724163607,0.07952734981646563
318,YLR355C;REV__YKR090W,0.34726209932919483,0.003715201060742371,25.41197525547782,0.07966136443723455
319,YNL014W,0.3469074575714267,0.0037528639179055016,25.66958919847363,0.0802174662452301
320,YMR314W,0.346778428781534,0.0037666506183159387,25.76389022928102,0.08026134027813402
321,YOR133W;YDR385W,0.3467744750596267,0.003767073781858447,25.76678466791178,0.08002107039724154
322,YMR315W,0.3462743071203658,0.003820947972760944,26.13528413368486,0.08091419236434941
323,YMR038C,-0.3459052181652708,0.003861140792222833,26.410203018804175,0.0815129722802598
324,YNR037C,0.34574943896490773,0.0038782170391902467,26.52700454806129,0.08162155245557319
325,YNL106C;REV__YER165W,0.3456530464317098,0.00388881695673259,26.599507984050916,0.08159358277316232
326,YKL170W,0.3446196801312542,0.004004077785915598,27.387892055662693,0.08375502157695013
327,YPL093W,-0.3439197895202213,0.004083854238954303,27.93356299444743,0.08516330181233973
328,YIL041W,0.34302966029343546,0.004187348938441786,28.641466738941816,0.08705612990559822
329,YBL039C,-0.3429260086106157,0.004199550269561434,28.724923843800205,0.08704522376909153
330,YKR059W;YJL138C,0.34291586120730266,0.004200746460064026,28.73310578683794,0.08680696612337746
331,YBR049C;YDR026C,0.3427173077439903,0.004224213062144703,28.893617345069767,0.08702896790683665
332,YPL283C;YNL339C;YGR296W;YER190W;YJL225C;YIL177C;YOR396W;YLR467W;YDR545W;YLR464W;YEL076C-A;YEL076C;YHR218W;YHR219W;YBL111C;YHL050C;YBL113C;YPR204W;YLL067C;YLL066C;YML133C;YLR466W,0.34265328299859504,0.004231804735527592,28.94554439100873,0.08692355672975595
333,YGR208W,-0.3415241922267071,0.004367686648561798,29.8749766761627,0.08944603795258294
334,YPL137C,-0.34121801402230445,0.004405193746830519,30.13152522832075,0.08994485142782313
335,YNR053C,-0.34098975652952923,0.004433340760559983,30.324050802230285,0.09025015119711395
336,YNL134C,0.3408510465390446,0.004450523116036581,30.441578113690213,0.09033109232549025
337,YLR209C,0.34029850235028614,0.0045195547405517695,30.913754425374105,0.09146081190939084
338,YER143W,0.33980422926101406,0.0045821075529900255,31.341615662451776,0.09245314354705539
339,YCL050C,-0.33927872263049713,0.004649452136282874,31.802252612174858,0.09353603709463193
340,YGR285C,-0.3390583768498231,0.004677949354544728,31.997173585085935,0.09383335362195289
341,YLR411W,0.3374271953445537,0.004893757963028079,33.47330446711206,0.09787515926056158
342,YLR225C;YDR222W,0.33698340653793024,0.004953974098415898,33.88518283316474,0.09879062050485347
343,YIL094C,0.3366760687968868,0.004996058418021794,34.173039579269066,0.09934023133508449
344,YPL026C,-0.33654074904799475,0.005014687919252323,34.30046536768589,0.09942163874691562
345,YMR169C,0.3354682309341037,0.005164525223780279,35.325352530657106,0.10209639459727488
346,YOL083W,0.3346146877897921,0.005286580707266642,36.16021203770383,0.10420810385505426
347,YLR244C,-0.33325855188854586,0.005485744586722207,37.522492973179894,0.10782325567005717
348,YGL010W,0.33313008313209536,0.00550495039450122,37.65386069838834,0.10789071833349095
349,YOR154W;REV__YLR131C,0.33234901963367847,0.005622998804296688,38.461311821389344,0.1098894623468267
350,YBR291C,0.33206409229859624,0.005666614301317367,38.759641821010796,0.11042632997438973
351,YPL043W,-0.3319722145324869,0.005680741994547673,38.85627524270608,0.11038714557586955
352,YCL042W,0.3310991686260155,0.0058165432756892566,39.78515600571451,0.11270582437879466
353,YLR413W,-0.3310859395833812,0.005818622840954767,39.7993802321306,0.11242762777438023
354,YEL071W,-0.33070354189799567,0.005879018319669369,40.21248530653848,0.1132746064972915
355,YLL055W,0.33059523697788584,0.00589622388778852,40.330171392473474,0.11328699829346482
356,YGR256W,0.33004774381345997,0.005983880225830981,40.92974074468391,0.1146491337386104
357,YDR508C,-0.3299737943467239,0.005995807397691369,41.01132260020896,0.11455676703968984
358,YDR299W,-0.32970855745542405,0.006038759268849917,41.30511339893343,0.11505602618087306
359,YFL046W,0.32950817778622055,0.006071387641918357,41.52829147072156,0.11535636519644879
360,YLR027C,0.32925647345905523,0.0061125931164381355,41.810136916436846,0.11581755378514362
361,YDR040C;YDR039C;YDR038C,0.32871597833760713,0.006201907739341642,42.421048937096835,0.11718521805827854
362,YHR216W;YAR073W,0.3285428422613488,0.006230759507531795,42.61839503151748,0.11740604691878094
363,YHR104W,0.3284420143698896,0.006247616020079166,42.7336935773415,0.11740025708060851
364,YLL012W,-0.3282527639170117,0.006279363424722825,42.950845825104125,0.11767355020576473
365,YGR282C,0.3261939876670992,0.006634004353671666,45.3765897791142,0.12397975349484754
366,YER043C,0.32615045669570975,0.006641689076466302,45.42915328302951,0.12378515880934471
367,YNL141W,-0.32614665694597256,0.006642360234674179,45.433744005171384,0.12346126088361789
368,YJR145C;YHR203C,0.32598789862240735,0.006670455362912844,45.62591468232385,0.12364746526375028
369,YPL090C;YBR181C,0.3250989098332936,0.006829714558054753,46.71524757709451,0.1262574258840392
370,YBR084C-A;YBL027W,0.3243844842595939,0.006960110673002656,47.607157003338166,0.12832117790657188
371,YPR102C;YGR085C,0.3233118837730473,0.007159982343005033,48.97427922615442,0.1316512882423506
372,YJR133W,0.32330628986977444,0.007161037785193736,48.981498450725155,0.13131769021642134
373,YFL026W,-0.323287942611243,0.007164500452818052,49.00518309727548,0.13102990132961356
374,YBR010W; YNL031C,0.32292577165661973,0.007233153975317562,49.474773191172126,0.13193272850979235
375,YDR462W,0.3227756600674159,0.007261777939022032,49.670561102910696,0.1321025561247625
376,YLR303W,0.32254762150527294,0.007305451389530759,49.969287504390394,0.13254452918936444
377,YHR038W,0.3222056346834059,0.00737137950742589,50.42023583079309,0.1333868672772304
378,YHR113W,0.3221900431775405,0.0073743976215057015,50.440879731098995,0.13308939243034035
379,YOR285W,0.3220902998860438,0.0073937309912978305,50.57311998047716,0.13308715784336095
380,YER002W,-0.3211302215062231,0.007582107423410238,51.861614776126025,0.13611972382185308
381,YLR359W,0.32109448172121696,0.007589200327867298,51.91013024261232,0.13589039330526784
382,YJL213W,0.32095342947379674,0.007617250261998458,52.101991792069455,0.13603653209417613
383,YKR066C,0.32002125276348664,0.007804917961537545,53.385638856916806,0.1390251011898875
384,YKR094C;YIL148W;YLL039C,0.3198273049576164,0.007844468593050092,53.65616517646263,0.13936666279600682
385,YGL157W,-0.31951551027875147,0.007908418730517478,54.09358411673955,0.1401388189552838
386,YKR092C,-0.31948177423067564,0.007915365381066658,54.14109920649594,0.13989948115373627
387,YER126C,-0.31879192202553946,0.008058589659947248,55.120753274039174,0.1420637970980391
388,YNL208W,0.31829747755282467,0.008162633853630313,55.83241555883134,0.14352806056254844
389,YDL223C,0.3180919440964123,0.00820622794918648,56.13059917243552,0.14392461326265518
390,YPL222W,0.31806871059541314,0.008211168607558411,56.16439327569953,0.14364294955421875
391,YGR264C,-0.31772202160157476,0.008285202367192782,56.67078419159863,0.14456832701938427
392,YMR318C,0.3177043622748263,0.008288988997979752,56.696684746181504,0.14426637339995294
393,YML030W,0.3174068227453591,0.008353017255188356,57.13463802548835,0.14501177163829532
394,YGL225W,-0.31731482130391875,0.00837290255917625,57.270653504765555,0.14498899621459635
395,YDR497C,-0.31692498507691014,0.008457621974941225,57.85013430859798,0.1460861977489848
396,YOL071W,0.31644454430042923,0.008563061128800939,58.57133812099842,0.14753485672795572
397,YOL120C;YNL301C,0.31619485953922033,0.008618309799526743,58.94923902876292,0.14811366590141437
398,YLR222C,-0.31617415392535064,0.008622905353733428,58.98067261953665,0.1478212346354302
399,YOL023W,0.31595123120123114,0.00867251814582544,59.32002411744602,0.14830006029361503
400,YOR293W;YMR230W,0.31584506729475836,0.008696233048138725,59.48223404926888,0.14833474825254087
401,YDR025W;YBR048W,0.31429898705047726,0.009048068164820336,61.888786247371094,0.15395220459545048
402,YOL012C,0.31404107636824335,0.009107952526735411,62.29839528287021,0.1545865887912412
403,YPR080W,-0.3136024499452825,0.00921059137582669,63.00044501065456,0.15594169557092713
404,YFR011C,0.31286084282545784,0.009386422862282046,64.2031323780092,0.1585262527852079
405,YJR045C,0.3128339852874587,0.009392845172300174,64.2470609785332,0.15824399255796354
406,YKL217W,0.3123940033004773,0.009498602453425207,64.97044078142842,0.15963253263250227
407,YLR212C,-0.3122340411032538,0.009537308481892225,65.23519001614282,0.1598901716081932
408,YGR029W,0.3121752923222171,0.009551558375117683,65.33265928580495,0.1597375532660268
409,YML048W,0.312049887808763,0.009582038107712024,65.54114065675024,0.15985644062622012
410,YDR530C,0.31196985689163503,0.009601533984668356,65.67449245513156,0.15979195244557556
411,YGL120C,-0.31178925787643796,0.009645655685119627,65.97628488621825,0.1601366138015006
412,YDL055C,-0.3112903618082656,0.009768458648130576,66.81625715321314,0.16178270497146038
413,YIL018W;YFR031C-A,0.3110917960014386,0.009817712903094276,67.15315625716485,0.1622056914424272
414,YBR267W,-0.31108592991524786,0.009819171267864276,67.16313147219165,0.16183887101732927
415,YGR034W;YLR344W,0.3103917782807065,0.00999308102082294,68.35267418242891,0.16430931293853104
416,YHR056C;YHR054C,0.31034876291930696,0.01000394554823287,68.42698754991284,0.16409349532353198
417,YAL035W,-0.30923528702167735,0.010288778872353818,70.37524748690011,0.16836183609306246
418,YIL070C,0.309037210361508,0.01034018001453763,70.72683129943739,0.16879912004638997
419,YMR202W,0.3088129237516663,0.010398652068095383,71.12678014577241,0.16934947653755336
420,YGR240C,-0.30865544531018396,0.010439878636678147,71.40876987487853,0.16961703058165922
421,YLR022C,-0.3086416520431651,0.010443496358736504,71.43351509375769,0.1692737324496628
422,YLR327C,0.30808218754612093,0.01059115508688786,72.44350079431295,0.1712612311922292
423,YIL069C;YER074W,0.3076545809786095,0.010705232594579991,73.22379094692714,0.17269762015784704
424,YDL131W,0.30758009704442846,0.01072521229712959,73.36045211236639,0.17261282849968562
425,YOR312C;YMR242C,0.3072327000991078,0.010818827088085025,74.00077728250157,0.17371074479460463
426,YML026C;YDR450W,0.3071095510082594,0.010852182626736501,74.22892916687766,0.1738382416086128
427,YMR143W;YDL083C,0.30707893497789157,0.010860488976465164,74.28574459902173,0.17356482382949
428,YLR008C,0.30707759027267306,0.010860853931212508,74.28824088949355,0.17316606267947215
429,YBR146W,0.3069639150203961,0.010891744069108327,74.49952943270095,0.17325471961093244
430,YHR052W,-0.3069314803820818,0.010900571840945492,74.55991139206716,0.17299283385630432
431,YEL054C;YDR418W,0.30684951779141,0.010922907380583652,74.71268648319219,0.17294603352590784
432,YJL159W;YJL160C,0.3066318449965007,0.010982418155719898,75.1197401851241,0.17348669788712265
433,YKR076W,0.30652374378504826,0.011012077002213249,75.32260669513862,0.173554393306771
434,YDL191W;YDL136W,0.3063394989156957,0.011062787007503096,75.66946313132118,0.1739527888076349
435,YCL018W,0.3060364792417236,0.011146628401859872,76.24293826872153,0.1748691244695448
436,YJR145C,-0.3058126437272698,0.011208914180163385,76.66897299231755,0.17544387412429646
437,YDL137W,0.30578813298109725,0.011215752992523143,76.71575046885829,0.17515011522570387
438,YLR367W;YJL190C,0.30568227136731246,0.01124533133811216,76.91806635268718,0.175211996247579
439,YKL143W,-0.30516237042146366,0.011391578997995087,77.91840034628639,0.17708727351428724
440,YCL009C,0.3049229534009635,0.011459479624373558,78.38284063071514,0.17773886764334498
441,YGR236C,0.30486980048992945,0.011474601741254033,78.48627591017758,0.17757075997777733
442,YBL050W,0.304746641917126,0.011509707128823638,78.7263967611537,0.17771195657145303
443,YHR137W,0.30461540581114116,0.011547217397836216,78.98296700119971,0.17788956531801736
444,YPR132W;YGR118W,0.3045036984598972,0.011579229356637216,79.20192879939856,0.17798186247055856
445,YOR182C;YLR287C-A,0.30384267972422,0.011770236415578637,80.50841708255788,0.1805121459250177
446,YLR452C,-0.3034384221385172,0.011888390574305553,81.31659152824999,0.181916312143736
447,YER015W,0.3032006974493975,0.011958350072651513,81.79511449693635,0.18257838057351863
448,YDL007W,0.30311310830013927,0.01198421624422707,81.97203911051315,0.18256578866483997
449,YOL039W,0.30299254720909924,0.01201989868657026,82.21610701614058,0.18270246003586796
450,YBR255C-A,0.3028916690079361,0.012049826254037707,82.42081157761791,0.18275124518318828
451,YNL064C,-0.3026908743913369,0.012109588148037061,82.8295829325735,0.1832512896738352
452,YGL208W,0.3024433419526631,0.012183613523122966,83.33591649816108,0.18396449558092953
453,YJL109C,-0.3016786693033553,0.012414771009555113,84.91703370535697,0.1870419244611387
454,YER117W;YBL087C,0.3016253816663743,0.012431020148863301,85.02817781822498,0.18687511608401094
455,YMR158W,0.30133622935680227,0.012519513336456985,85.63347122136578,0.18779270004685478
456,YML125C,-0.30104715998068776,0.012608525338754542,86.24231331708107,0.18871403351658878
457,YLR083C,-0.30095242441210396,0.012637815731030627,86.44265960024948,0.18873943144159275
458,YNL322C,-0.3003881544642014,0.012813499010459948,87.64433323154604,0.19094625976371687
459,YPL271W,0.3001600264207548,0.012885122867648603,88.13424041471644,0.19159617481460098
460,YFR017C,0.2998744519395959,0.01297527033923609,88.75084912037485,0.19251811089018406
461,YMR121C,0.2998593623155246,0.012980048813348232,88.7835338833019,0.1921721512625582
462,YCL026C-B,0.29983290016336467,0.012988432330281867,88.84087713912797,0.1918809441449848
463,YDR516C,0.29975360666573064,0.013013581454901854,89.01289715152868,0.19183814041277733
464,YOL121C;YNL302C,0.2986245044605216,0.01337628506703528,91.49378985852131,0.19676083840542216
465,YER070W,-0.29861453978559094,0.013379524503033837,91.51594760075145,0.1963861536496812
466,YCR034W,-0.2985669032138924,0.013395020132297604,91.62193770491561,0.19619258609189638
467,YER088C,-0.2984504757847117,0.013432957869418848,91.88143182682492,0.19632784578381393
468,YOR153W,-0.2984140989913056,0.01344483020772575,91.96263862084413,0.19608238511907064
469,YGR028W,0.29821503814704264,0.013509958488898336,92.40811606406461,0.19661301290226513
470,YPL068C,-0.2981386521131541,0.013535022505684896,92.57955393888469,0.19655956250293988
471,YOR260W,-0.2973379281572019,0.013800183370240901,94.39325425244776,0.1999857081619656
472,YER006W,-0.29729323456295736,0.013815114854496425,94.49538560475554,0.19977882791703075
