Gene name,LFQ Intensity A549_1,LFQ Intensity A549_2,LFQ Intensity A549_3,LFQ Intensity GAMG_1,LFQ Intensity GAMG_2,LFQ Intensity GAMG_3,LFQ Intensity HEK293_1,LFQ Intensity HEK293_2,LFQ Intensity HEK293_3,LFQ Intensity HeLa_1,LFQ Intensity HeLa_2,LFQ Intensity HeLa_3,LFQ Intensity HepG2_1,LFQ Intensity HepG2_2,LFQ Intensity HepG2_3,LFQ Intensity Jurkat_1,LFQ Intensity Jurkat_2,LFQ Intensity Jurkat_3,LFQ Intensity K562_1,LFQ Intensity K562_2,LFQ Intensity K562_3,LFQ Intensity LnCap_1,LFQ Intensity LnCap_2,LFQ Intensity LnCap_3,LFQ Intensity MCF7_1,LFQ Intensity MCF7_2,LFQ Intensity MCF7_3,LFQ Intensity RKO_1,LFQ Intensity RKO_2,LFQ Intensity RKO_3,LFQ Intensity U2OS_1,LFQ Intensity U2OS_2,LFQ Intensity U2OS_3
ANLN,1.9422623353913336e-05,,1.2211785981770659e-05,,2.1582853641251837e-05,1.6935536643062093e-05,1.5001582700320677e-05,1.5390769692847384e-05,1.0806908870356513e-05,4.603860668594315e-06,,1.066370450462024e-05,,,,2.9148225842488953e-06,,5.15296159199394e-06,2.7676128458175663e-05,,5.5115153111949785e-05,,,,9.51192882589815e-06,1.4503960665727279e-05,,,,2.19038130139267e-05,9.65230604315474e-05,3.5901857506249595e-05,0.00010548488879418412
APE;CCDC88A;GRDN;KIAA1212,,2.7295193130235083e-05,2.6868980271133954e-05,1.1288772277720554e-05,1.8944007879480217e-05,3.205486578830755e-05,2.7074788984499646e-05,1.3379144350320393e-05,1.6680324273612116e-05,,,1.5864891346496062e-05,2.0514072365177307e-05,,6.1183140918597595e-06,,,1.1922790295775455e-05,3.7809535128304926e-05,,3.007239507266885e-05,,,,,,,1.8556914719678054e-05,9.428913800567859e-05,9.514976573619456e-06,1.1854577589726148e-05,3.59097944233007e-05,4.7466285747872896e-05
APOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARC150;CRSP2;CXorf4;DRIP150;EXLM1;MED14;RGR1;TRAP170,1.6312776588538345e-05,1.0701340221568027e-05,6.441502570653352e-06,1.4017537039588225e-05,1.8342514272722465e-05,9.717352627008999e-06,2.5877545478315135e-05,2.3867027826513097e-05,3.6286283495523455e-05,1.997740948686608e-05,3.488392065084322e-05,2.3716036064936917e-05,3.246615690355607e-06,,1.5604353071737965e-05,3.2711851484876435e-05,5.401727171317259e-06,4.4963375312938276e-05,2.3359112468906117e-05,,0.00015955852695124335,1.0588590067878007e-05,2.1734211506768258e-05,2.2143698602254138e-05,1.6909804708845742e-05,2.9928476742724114e-05,3.693635712457213e-05,9.870809534264612e-06,1.21899988717283e-05,0.00016592343245052185,1.0416410424638175e-05,8.455940509186978e-06,1.7705787570663156e-05
BAG3;BIS,8.368524431158413e-05,6.886795254790834e-05,2.6367817518634877e-05,0.0001689583704888184,0.00022302259546162006,0.00023064973653416496,2.915869481962882e-05,5.1341947638504324e-05,3.803080246374988e-05,0.0001495437171909521,0.00017334219431855698,0.0001689270127100211,7.269388560148829e-06,,1.7045736407951356e-05,,,1.3087807705049176e-05,4.3623482999981935e-05,5.187258066617346e-05,3.3617546807333076e-05,3.554676926026607e-05,1.6735045176806193e-05,8.664812346182457e-06,0.000274174204436865,0.00021451744382378727,0.00018458017805944823,5.5194114718529354e-05,5.10905602872768e-05,1.832739429574997e-05,0.000181210385186509,0.00011807471850674025,0.00019557495967175025
BOP1;KIAA0124;KM-PA-2,0.00021815385326043568,0.00026979020091299653,8.693470493953431e-05,0.00010277008419847773,0.00010738654397325922,0.00011487723207576628,0.00034171660308582666,0.00030816998658141976,0.00026711082535363535,0.0002596134398991158,0.00025118418382445235,0.0003555781795105322,0.00029577801035438875,0.0003075410553327967,0.0002484744673642098,0.00010565939650803445,0.00017424593099173077,0.00019252844600250218,0.00044026315116284297,0.0003593576170513018,0.0003098724873448743,0.0001939175587464695,0.00020596474527233096,0.00021166164235231075,0.00021668437313874538,0.00036257730226062896,0.00029249743407740403,0.00030136497168315493,0.0002873039953077812,0.00041190278026227733,0.00031071919531631763,0.00033810525347519136,0.0002581120317212018
C21orf5;DOPEY2;KIAA0933,,1.8550224569054227e-06,,3.401266897280397e-05,5.552005218852101e-05,3.1346565409735356e-05,5.805385722492095e-06,3.2932472622267035e-06,6.3523949127903424e-06,,,,1.3301630610248726e-05,,,2.7567102802596157e-05,2.5388184468416926e-05,2.356887784060943e-05,,,,1.0825080512231785e-05,1.819767435360468e-06,4.6894959123411766e-06,3.1209771711410614e-05,6.533014367482811e-05,8.952350157199306e-05,,,,,,7.809644219468749e-07
CCDC88A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGI-201;CRN;CRNKL1;MSTP021;RP5-1002M8.1-001;DKFZp762M013;crn,0.0001144479158432978,0.00011361277602273573,7.591755005019986e-05,7.665521610601902e-05,6.808381229104159e-05,6.923950634867907e-05,0.00021411450071811506,0.00017608296374854623,0.00012971568376652276,0.00010027211412569906,6.438894212723118e-05,8.526525635040358e-05,7.712636852381954e-05,5.3219905654422014e-05,3.47925106069378e-05,0.00011130972910550839,0.000150539907623647,0.00012383941888586116,0.00013340937135265923,0.00012994149369322878,8.55541376682559e-06,8.332553967332929e-05,0.00010328824281717428,6.571403907045846e-05,0.00020390111092059762,0.0002698706240367013,0.00027661393869068767,8.185906351262847e-05,0.00011568303270842417,1.4102584914124037e-05,8.34922343651501e-05,0.00011804318497617272,9.837873850396425e-05
CGI-44;SQRDL,0.0003005168918013025,0.0003034241692502436,0.00010332232837039575,0.0004627758768175273,0.0002998954423817905,0.00033529413970113513,2.2853518894701355e-06,2.9477818428975982e-06,1.91675890356048e-06,0.00012822868001090135,0.00010466591873591675,7.352365730058116e-05,0.00017037853639338257,0.0001998485954343251,0.00015053683065031426,0.00024065623932662954,0.0002551476926051924,0.0003522401889561052,,,,6.420518994496588e-05,0.0001828891279365452,7.755006419212513e-05,4.6311472724703936e-05,8.747795327832146e-05,4.6132082561476507e-05,9.602664859334794e-05,8.338686863803305e-05,2.0357513120435286e-05,,,
CPT1;CPT1A,5.6227773712049834e-05,6.670803862548389e-05,4.8347852049787947e-05,5.1437128076673543e-05,6.0895172588313824e-05,2.8531063664521797e-05,,,2.121004008432468e-06,0.00017368614325444668,0.00012357433725031914,9.005505630713101e-05,0.00019715867153498876,0.00019592646388139545,0.0001569819676417029,0.00019017399323271864,0.00010778582376133009,0.00014003252034096937,3.5750517909366703e-06,,,0.00023491304543035434,0.00023241325284152235,0.00015391826584258865,0.00021002722388882225,0.00015586069673055033,0.00014206858685937533,3.3075069992691463e-05,2.5939384420123555e-05,9.087150553086583e-06,,,
CXXC8;FBL7;FBXL11;JHDM1A;KDM2A;KIAA1004,1.2855734312546258e-05,2.3699935908459525e-05,2.7791192628314736e-05,6.766914860488103e-06,1.594475555902695e-05,9.455858460226328e-06,1.4026847666133762e-05,1.3937931938682941e-05,1.1153585204215556e-05,1.3321838721804258e-05,1.2110533907062264e-05,1.7129200863766824e-05,,4.4101981254586425e-06,2.8235258510277514e-06,2.187742107774972e-05,2.9753471545965745e-05,1.3960208524684616e-05,2.0495019586948687e-05,,4.751875113866468e-05,1.0755934160144482e-05,2.1861999955760667e-05,8.796120326054256e-06,2.6089550218345244e-05,3.5871671456854835e-05,2.3626046837875186e-05,5.864456536191029e-06,,9.732798302381412e-06,1.2006545845809189e-05,2.9196105135492163e-05,1.1469044805186523e-05
DDX27;HSPC259;PP3241;RHLP,5.7610797658176475e-05,6.28728535279123e-05,5.3305888242078596e-05,3.565814218243623e-05,3.906293452478655e-05,5.287458392098779e-05,7.64133219741193e-05,4.250728231818952e-05,7.096864106661885e-05,8.210075891985945e-05,0.00016189979168303395,0.00010024901222214324,8.775863976941516e-05,0.0001278624731211471,0.00016451244930769168,3.227380166824869e-05,,4.001417852449945e-05,7.070861615436321e-05,8.397110238898465e-05,0.00014976558189654107,7.091092247730475e-05,8.32307655174257e-05,6.674921485614311e-05,9.808183715822153e-05,7.748588778826114e-05,0.0001003940699098936,6.185357015079228e-05,7.438350956834957e-05,5.992481795490001e-05,7.120280183945945e-05,8.353219985486726e-05,7.916373008423431e-05
DDX39;DKFZp547B159;hCG_1776331,0.0008409881731721485,0.0008748551879341818,0.00022340052245634707,0.0007128492751618603,0.0006494352621824137,0.000595523580867974,0.0011368864241824664,0.0009494680157371223,0.0009635216760261009,0.0012901409838119893,0.0011371566356617123,0.0007209001271189994,0.0010926117916794315,0.0007543086714049727,0.0013021552561517883,0.001822447917706188,0.0012417227704690616,0.0008547653436291074,0.0014009232329705472,0.0014264017228647979,0.001452703618278345,0.0012583258982434135,0.0006994100831467514,0.0006160814912865994,0.0013137526103782554,0.0009250849451488524,0.0013751404610666974,0.0015935502834371904,0.0013499717034841647,0.0018533768043255982,0.0007152009514103011,0.0005823672163015642,0.0006288951556118855
DDX48;EIF4A3;KIAA0111,0.0003432613359138906,0.0002471457642058888,6.19852253507334e-05,0.0002627227687432384,0.00022064539387534472,0.0002768687645931737,0.0005723597436659439,0.0004887180051847288,0.0006500974900452956,0.0008804205514887042,0.0008035322092242761,0.0006164943519064366,0.0004866512947818859,0.00039066193811865323,0.00041319853048668554,0.0006803730863506529,0.0006289579995933136,0.0007819354546402039,0.0005651820205398512,0.0004447376067895063,0.000561500333103382,0.0004019297335070218,0.00029314121872744964,0.00038174306985333105,0.0004906497613756187,0.0004640540991484649,0.0004418186665723436,0.000508975376036644,0.000368445846795544,0.0005373790402691499,0.00042607699241687687,0.000406111155085246,0.00043803745734129256
DDX50;DKFZp761E0323,3.403595089031791e-05,3.4835590088530517e-05,4.425569694250748e-05,2.249322421356943e-05,2.9923739522593334e-05,2.6922845742014908e-05,5.904662518310928e-05,7.019858198615269e-05,6.607824339094192e-05,2.825232357844325e-05,2.2049984572517213e-05,4.83629854570845e-05,6.402356943106205e-06,1.1386600937013156e-05,1.3295870249575731e-05,6.40651910806324e-05,6.27076672573806e-05,5.524092032797792e-05,6.928310418090332e-05,6.083812974511464e-05,0.0002063868479109052,3.292434434088479e-05,1.7059994589132807e-05,4.108120383982795e-05,3.2948344025825694e-05,4.491512506458581e-05,5.1615728415365073e-05,3.435079336019745e-05,2.6669180173350623e-05,0.00012428671899465318,5.382351836050712e-05,2.963588622942645e-05,5.8364161343616214e-05
DLG7;DLGAP5;KIAA0008,1.5309918836567028e-05,1.393523097686102e-05,5.259230246713071e-05,,4.165842685497315e-06,1.4908157176268952e-05,4.5732198566629206e-05,4.870721964657303e-05,3.304254493544792e-05,7.869663662230342e-07,1.9351752009079206e-05,1.607955783533515e-05,,,,1.9874862181699068e-05,,4.939885758829458e-05,5.728400021593441e-05,2.4983993298223263e-05,0.000119481596849794,,,,3.4797143325303285e-05,5.383597878297675e-05,3.4193303461475766e-05,,,,8.17419668793477e-05,7.215657635833956e-05,8.814349145420792e-05
DRS;MEMA;PNN,9.232618454384747e-05,0.00017944616096197895,0.00045324621332894634,3.483178350247507e-05,8.621500657994765e-05,8.683383117703785e-05,0.00017734668726321397,0.00017230399200050798,0.00014875702670758985,0.0002492769783483118,0.00019817245518530746,0.0002236640075002532,0.0001193668911940379,0.00021464812556801213,0.00016600140671257354,0.0001466706193213978,0.0001562656940512475,7.974710119529786e-05,0.00017968024773564923,0.00017153188283987664,2.5488719515696153e-05,0.00020799990429283134,0.00013255554177687783,8.038743318788171e-05,0.00028408257244387584,0.00017354959850424747,0.0001385198653139489,0.00010550299097276264,8.473477204002965e-05,7.039612007031503e-05,0.0002064486672161428,0.000186586371379326,0.00010548731770147249
EPB41L1;KIAA0338,,,5.264294590407997e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARSB;FARSLB;FRSB;HSPC173;hCG_2012454,0.00027544563111409504,0.0002636957750479147,0.00024075215567162246,0.000282837319263027,0.0002686240333487576,0.00020489386879951797,0.00032535994089769927,0.00028028079421291114,0.00035065940315970356,0.0002385745820376257,0.0002556867894498924,0.00024960087421261196,0.000233364549671566,0.00029726179800577675,0.0002493674523218189,0.00044047891654724143,0.00047523306011409836,0.0005255474163942491,0.0003377632055806159,0.00032883486270559074,0.00026949146682069713,0.0006330705852985319,0.000676772789594693,0.0006873012941108272,0.00044923397291870345,0.0005078653850308795,0.000695165259895594,0.000473701513043661,0.0005323872736551222,0.000905836306231036,0.00017828757730219483,0.00027555222291227103,0.00032449667370305555
FBP11;FLAF1;FNBP3;HIP10;HSPC225;HYPA;PRPF40A,,,,,,,,,,,,,,,,,,,,,,,1.5557574490533043e-05,,,,,,,,,,
FH;hCG_40671;RP11-527D7.2-001,0.00022044633775734733,0.00026287977329074783,6.699728203039805e-05,0.00033913351587675156,0.0004193753168946043,0.0003611328230411958,0.00017392502742321982,0.00019551241465450432,0.0002298986861270063,0.0006931147988299968,0.00091600383084297,0.000706851366795748,0.00044637502054987354,0.0003025645902687475,0.0005267915115069675,0.0005870486934463315,0.0003376079347245477,0.0007997935647629488,0.0009209103154883726,0.0012488602847023876,0.0012332610579911757,0.0019586333052966113,0.002003317980940963,0.0027020984082980234,0.00018225505889358335,0.00017363353746752225,0.0002539154110602022,0.0005983795900714711,0.0005793028504210013,0.0014708375995619923,0.00039459091646699924,0.0005009817654687855,0.0005176798361603394
FTSJ3;SB92,0.0001776555945292424,0.00013119254939277582,0.00036017385519028906,5.993847820733266e-05,7.260087679661202e-05,5.6750274018560016e-05,0.00016904529221985434,0.0001279282147926915,0.00018063940300325402,0.0004130999778144066,0.0002907510487672604,0.0003652734462637114,0.00020891271983840908,0.00015360738659062209,0.00019952199026269108,0.00011816180753541664,0.00012617742064854607,0.0001944683392780947,0.00022783756878721155,0.00014159660960902376,0.000645643849514796,0.000234338224517018,0.000365731939501912,0.0002309596760058152,0.0003356182681008404,0.0002310540648446203,0.0002617460042705939,0.00025366045779008016,0.00021254978275792808,0.0005529880207260731,0.00018243538751836218,0.00016070593610081134,0.0001514632423160601
FUBP1,,,,,,,,,,,,,,,,,,,3.995603065953249e-06,,,,,,,,,,,,,,
FUBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.813081177782197e-06
FYCO1;ZFYVE7,9.214481201108574e-06,,1.2335824566443977e-05,5.549881526724668e-05,4.437229234742981e-05,0.00012087986404080354,9.106030078409163e-06,,2.1911418271983652e-05,4.935091073338414e-06,,1.1886201876950082e-05,,,7.475061469082481e-05,,,5.55736479328291e-06,,,1.8074655074428983e-05,2.1077210608893245e-05,5.620369768587672e-05,1.9618155005984262e-05,,,,7.16720409807432e-06,9.783193995121905e-06,2.639615824951719e-05,1.3172769227210073e-05,1.8418146322132005e-05,1.7057219938905068e-06
GTPBP9;OLA1;PRO2455;PTD004,0.0006926389153072577,0.0007421764532793969,0.00015539755608971206,0.0009707261126175299,0.0008063969299275551,0.0005527349964832964,0.0007790369923390667,0.0012818503888149993,0.0007244768111926951,0.0008232204902881625,0.0004887989788442322,0.0004131236922870319,0.0018017763545463668,0.0016987915821973648,0.0014699676198780813,0.00046436462260368393,0.0004053840387989821,0.00023770696409267824,0.0011269725493972804,0.0019539023477347164,0.000578230529971412,0.0006943814895461242,0.0007339202810321949,0.0007172642110856463,0.0010702903061961015,0.00097906970666429,0.0009487090874564331,0.0015444070373930607,0.0017396210952110018,0.0004471659470315903,0.0008640046573524831,0.001190125933684641,0.0009758886103699045
hCG_2013418;TUBA1;TUBA4A,0.0004188378179522745,0.00023953896656035839,0.00011362245912212602,0.00032459267302144517,0.00040426567261623057,0.0008687182852237807,,,2.2719903858312804e-06,0.0002159599268290374,0.000517390309070567,0.0009678902211842866,,,1.5896106665919066e-05,4.638324467309289e-05,,4.1804968971311406e-05,0.0001185960809107858,0.0001174507663206593,,0.0005126348594695311,0.0002895468796763991,0.00043595851204504966,,,,0.00019578516070723582,9.831768983840504e-05,0.00014347648332251704,0.00037619505583957576,0.00022435508584247853,0.00021531200708944896
HEATR5B;KIAA1414,4.971470747663027e-06,1.0760988605964092e-05,7.994939551198502e-06,2.1063411500950985e-06,1.1908960798895236e-05,3.5300264772421632e-06,2.935087686967618e-06,5.360907817444248e-06,8.037194701791037e-06,6.1762543340301495e-06,,8.546830715498283e-06,1.0278053718232672e-05,7.1650974311715436e-06,8.958014649033934e-06,,,7.632694946612608e-06,,,2.4148492148739317e-05,,5.005308948293167e-06,9.961601436684786e-06,6.741764718502142e-06,3.7260151233063506e-05,1.1702645800434087e-05,3.35657048878048e-06,2.8726628989408884e-06,3.505126718693327e-05,1.4277004076334897e-05,1.687263528012254e-05,1.4222477302846613e-05
HGK;KIAA0687;MAP4K4;NIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNGS1;MRE11;MRE11A,6.963873738460058e-05,8.317583540586783e-05,8.166880190170897e-05,9.967533692298068e-05,0.00012575170023600726,0.00019452568927826513,0.00016421963423939774,0.00019074200324781685,0.0002019293695153534,6.783052393611511e-05,0.00011932935411178943,0.0001347935471486729,5.940101735959325e-05,5.3210960740829564e-05,6.426503794588367e-05,9.961531802829959e-05,0.00011775778964239604,0.00017353173358973235,0.00011812704436709282,0.00014558272853105794,0.00023158638215917127,0.00015706272754798594,0.0001611090323055187,0.00011558039161691917,5.386511507183647e-05,8.61076254970891e-05,5.319172327874894e-05,1.1681450470479275e-05,6.569762432338919e-06,6.373569462915407e-05,6.341311445230801e-05,7.272034303769808e-05,0.00012188134814545971
HPRP3;PRP3;PRPF3,3.9357353572730924e-05,7.13847053999084e-05,2.5573441976094595e-05,4.50683555995846e-05,6.198232539750207e-05,0.00011119313189615256,0.00017896499000483691,0.00011990584098792478,0.00011996691454401547,0.00015266489088713414,0.0001465690557381844,0.00019048075425902967,4.442484111134943e-05,4.600384169527764e-05,3.5093749221762516e-05,0.00010057432483889114,9.163864210096937e-05,6.139385517997225e-05,0.00012953506211663016,0.00011579394620087336,0.0002418104238205298,8.525956943937234e-05,9.76755553349394e-05,6.267814887865253e-05,0.0001685639082046788,0.00014718230948446604,0.0001468906188794328,7.62522691076588e-05,8.77173828303738e-05,9.023930116447797e-05,9.210009613481399e-05,4.560483816165349e-05,3.5418670025888564e-05
IDH1;PICD;hCG_15937,0.0003705082547938953,0.00037551316858796033,0.00028608967505308993,0.000596161206783784,0.0005243760715948374,0.0006652424630560253,0.00027394985853540846,0.00020783004873714807,0.00020051713431576794,0.0004479124887377719,0.00026851731133719167,0.000471347385123154,0.0033668508921218246,0.0032815732308617,0.0038561397816890813,0.0002489735007275901,0.0001897647948129161,0.0004337314413200604,0.0001921243174896696,0.00014961696980596732,0.00011334125527895486,0.00141600287500126,0.001006032217867322,0.0013094145476344801,0.00029112170893141735,0.0001892424723768416,0.0002576327448718667,0.000437182502691928,0.0005313279539929113,0.00020556762737821544,0.00047407394093022326,0.0003446108276891904,0.00034468965502126105
KIAA0042;KIF14,6.4421359907441456e-06,,4.136253850363738e-05,2.1355891825081067e-05,,1.5494621179883185e-06,8.237702061910825e-06,9.067745854128913e-06,4.876401871578409e-06,6.894379281777562e-06,,1.2410409219211908e-05,,,,1.5526877470597112e-05,,1.3252930040548333e-05,3.971479614828592e-05,1.8918158281134456e-05,6.825744349449384e-05,,,,,,,,,,,,1.5835079546547453e-06
KIAA0153;TTLL12;Z82214.4-003,7.485845997514445e-05,0.00011522432470967502,7.547987711578894e-05,5.59422219974886e-05,0.0001022614309831763,5.905354354707476e-05,0.00047744690289927517,0.00038769958796643187,0.00034354251387349954,0.00031075074009976705,0.00034745397933203675,0.00028635324047271015,0.00038169624119292593,0.00047105660783536074,0.0004443905021631516,0.000340230407880605,0.00036148613571159176,0.0005590387412406263,0.0005371447529290593,0.000509863419964272,0.0003456861806139226,0.0006277419254127947,0.0008101657682470493,0.000867821012839062,0.00034684112959254494,0.000493980281515708,0.0005587532479064958,0.0004431224689458984,0.0007054490702494879,0.00029371269847747357,0.0002481190350605884,0.00017610631064455818,0.0001589857680870094
KIAA0179;RRP1B,4.676025688379092e-05,6.176609876619924e-05,5.836253998025808e-05,1.0776449853579388e-05,1.0611233363161628e-05,1.76801914255172e-05,0.00010065516857039865,0.00011822718236948843,7.967140743838898e-05,0.0001350943455160006,0.000107929531018968,0.0001467452667744289,2.7815821017703967e-05,3.600021548558142e-05,3.211883381324474e-05,5.4617413030767176e-05,5.786522487358262e-05,3.108464453633624e-05,7.831939747525454e-05,9.410135016543445e-05,7.480368939392456e-05,2.4135212954914667e-05,3.4566777095197436e-05,2.7102800082770197e-05,4.369367680644404e-05,4.1862640033523935e-05,5.9696388848928804e-05,0.0001068183270453423,0.00018933489599392826,6.278309531622636e-05,3.975658601571171e-05,3.3507646023122905e-05,3.311023394755785e-05
KIAA0461;Nbla00003;POGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIAA0461;Nbla00003;POGZ;RP11-806J18.2-016,1.9706971492544428e-05,4.646106616547957e-05,3.8678817162243916e-05,1.753390754981559e-05,2.3691025799612383e-05,2.040877617983273e-05,5.638869975877207e-05,8.943846551220124e-05,7.862297795038511e-05,2.5449495158021827e-05,4.712651120446491e-05,5.154981393900599e-05,7.526080914379955e-06,2.2912110773404562e-05,1.1036967616978103e-05,8.024946131159073e-05,5.889801322345449e-05,7.64541220342638e-05,3.53662764760648e-05,,0.00014963218516573444,3.5453991409233044e-05,5.266776499797368e-05,5.4041719833628346e-05,6.358703752228618e-05,4.400840344114349e-05,3.2622261192017444e-05,2.1716146955167406e-05,2.958493813224711e-05,7.013837881978466e-05,4.315559249318993e-05,2.878259315154494e-05,5.746868363116998e-05
KIAA0536;PRP4;PRP4H;PRP4K;PRPF4B,3.8658668195212006e-05,2.606100571993603e-05,5.034950258906924e-05,4.0301453758371114e-05,3.9939522256868474e-05,2.7401728745821708e-05,5.414945382576276e-05,5.7688379487854966e-05,5.945912163718924e-05,7.757846311297761e-05,4.403259593157498e-05,6.830839830265526e-05,3.323317872767274e-05,1.3785137435954711e-05,5.659261581761319e-05,6.554795181882069e-05,2.4456969683089627e-05,7.980827159781374e-05,5.948087350316216e-05,2.786274207603504e-05,0.0002065042614465496,5.3212312773430865e-05,9.44497666081321e-05,4.5802708634915775e-05,4.058967668349087e-05,7.118960992793131e-05,3.521673266816123e-05,2.4566470876317326e-05,1.7185440377281064e-05,3.959631070000172e-06,2.8327424030684444e-05,1.3117555757300882e-05,3.3328843908263356e-05
KIAA0676;TBC1D9B,2.0316453025106327e-05,2.435404877886464e-05,3.693730320948489e-05,2.7251393343893356e-05,2.019221053046471e-05,3.86078807250499e-05,1.6537470424466116e-05,4.377461543589538e-06,3.007533609186621e-05,8.703564891498146e-06,7.809932672457973e-06,1.2788573448570022e-05,,,6.804398940941431e-06,2.7260142755401304e-05,1.6106369020784824e-05,3.076662834910657e-05,,,,1.4274080285006095e-05,2.1934558083926657e-05,2.122648883756257e-05,4.808400038574416e-05,4.2126037817688356e-05,3.7543439767505854e-05,1.3284914751216391e-05,1.658397618472066e-05,6.452376835340071e-06,1.8526359343421398e-05,4.497010678969864e-06,1.9801005726205804e-05
KIAA1012,,1.7141868988104606e-05,,1.425383451329715e-05,1.8667616300018658e-05,5.371653156719392e-06,2.6761908438919938e-05,1.8603786183805978e-05,2.5095883480652903e-05,6.8454211392030205e-06,,1.0611483475375573e-05,,1.9577539114113058e-05,,3.203997184735857e-05,1.2450381100756478e-05,4.69718759673565e-05,3.072623428604123e-05,8.59711734723491e-06,5.168565427196246e-05,1.3797205572035848e-05,2.1642074568835787e-05,1.3157675202883515e-05,,1.3067533234178776e-05,1.2604106397239385e-05,,,1.9035957362084323e-05,1.834142539018788e-05,1.3016940475199571e-05,1.0277447083534741e-05
KIAA1029;SYNPO,2.3197804727811746e-05,1.3876858872836638e-05,8.123107196690139e-05,0.0001222108352629037,0.00010927123855142395,0.00012492057162670267,,,,2.2300221237806893e-05,1.0233007441432414e-05,2.5400139517015465e-05,,,,,,,,,,,,,,,,,,,8.771443767437274e-05,5.089884400044692e-05,2.7999691696233125e-05
KIAA1451;ORP8;OSBP10;OSBPL8;DKFZp686A11164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.355572327369011e-06,,,,
KIAA1451;ORP8;OSBP10;OSBPL8;DKFZp686C0249,4.966871088561448e-05,7.723180261923203e-05,1.7960159302665058e-05,8.282276256096771e-05,7.480142400745876e-05,6.909473616878739e-05,7.722858550480229e-05,0.000108233409480982,9.523673307129405e-05,4.589201973286629e-05,4.3605602341098427e-05,4.154206702556778e-05,3.85087909307677e-05,4.5814199254380565e-05,3.216612670328939e-05,0.0001170545031263611,0.00021984350790559036,0.00013473359733278363,0.0001125276729151812,6.499319017440887e-05,0.0003868913484256033,0.0001440881068030119,0.0002173796519623533,0.0001162307825066642,6.335816520137118e-05,0.00011259461319684741,7.16450286369788e-05,0.0002951323200839992,0.00041452112239706806,0.00040764838243730734,3.815751499115628e-05,2.77105993296627e-05,4.726876432609026e-05
KIAA1990;PDPR,2.5820752113257365e-05,1.3842424758543697e-05,6.1379194458396776e-06,1.1645971215007725e-05,4.7633760166257147e-05,2.8003154909267284e-05,2.1990600077254052e-05,3.312015338852207e-05,3.408878240933543e-05,3.4002212065883158e-06,8.557665166314457e-06,1.3842295052154206e-05,5.835564628353587e-05,6.746819637340483e-05,5.618181538498964e-05,4.709655338618359e-05,3.803589546982488e-05,6.091186619045431e-05,2.8810270620000808e-05,,3.8921450618979775e-05,2.3112564445737605e-05,4.0869553125338586e-05,1.7497909323849243e-05,2.4173725817840218e-05,2.840884735776684e-05,2.3942751641191157e-05,4.737549622229302e-05,4.281566220804206e-05,9.897573222735332e-05,4.258533652178528e-05,3.930473919522698e-05,4.994859187925426e-05
L14;NOL11,0.00010529697342804705,0.00011021359573727173,1.7323800925676482e-05,4.973105956215266e-05,3.2250679226917554e-05,2.341914108044792e-05,0.00014364551824479698,0.0001427954401521979,0.00017970472212771829,0.00020380703536163479,0.00012901532179155923,0.0002636489840209957,0.00011812882473778499,0.0001515165595393805,0.00010651082983180934,6.691247988105088e-05,4.055436869698583e-05,7.023278746148286e-05,0.00017402487789333908,6.761792738875416e-05,0.0005300856142129987,8.420873340686255e-05,0.00011835616621744166,5.2775719355358215e-05,0.00015088691945506984,0.00010445172418988722,0.0001259244494016761,0.00028388717421277775,0.00018978971141050103,0.0005980792338608903,0.00015361410098157165,0.0001905894772541481,0.0001478901499770823
LCRMP;DPYSL3;CRMP4;DRP3;ULIP;ULIP1,8.161103550571951e-05,4.1417146249353834e-05,3.637895205317721e-05,0.0008002869081290479,0.0010491482623821797,0.0007161614879905784,0.00026375158641182687,0.00044627991270339214,0.00027052380624502034,2.621477724021275e-05,1.470582149208294e-05,3.162140059771405e-05,0.00011704284861298972,5.7073709490562025e-05,,0.00015160451165169633,,5.180121012899991e-05,,,,1.896876844815747e-05,1.2358532075474059e-05,7.875391664517282e-06,,,,,,,0.00037086520011960937,0.0003778234582869462,0.0002945481160916956
LDHB;hCG_24788,0.002833008570428593,0.0022719521038226487,0.003355545904667629,0.001895936171634465,0.0013104814133020222,0.0014885655465803481,0.0036060943090847923,0.0027802083250529296,0.003769193984079436,0.0038517152374106674,0.0030271663696375007,0.0032513977593159596,2.2215489305173326e-06,,,0.003214653186270912,0.0020990058317461656,0.002757381804490468,0.003048515010015558,0.0027157504159476065,0.000882896953460037,0.0011866294844014795,0.0008026789780860052,0.0008438673066273705,,,,0.003945115949287984,0.002629993441163626,0.001076675233924619,0.0027866542237313455,0.002750229390533025,0.0026321173588428693
MYH11;KIAA0866;hCG_19652;DKFZp686D10126,,,,,,,,,,,,,,,,,,,,,,,,4.4275977863078185e-06,,,,,,,,,
